genero;edad;distancia;comida;limpieza;retraso;satisfaccion
Male;45;414;2;3;13;satisfied
Male;36;328;2;2;0;neutral or dissatisfied
Female;54;862;1;2;0;satisfied
Female;43;515;4;5;0;satisfied
Male;60;507;3;3;0;satisfied
Female;17;270;3;3;0;satisfied
Female;30;315;4;4;80;neutral or dissatisfied
Male;62;115;4;4;0;satisfied
Female;51;216;2;5;69;neutral or dissatisfied
Male;64;773;1;1;108;neutral or dissatisfied
Female;8;835;2;2;0;neutral or dissatisfied
Female;24;748;1;1;0;satisfied
Female;40;1750;4;2;8;neutral or dissatisfied
Female;38;1195;4;4;15;satisfied
Male;35;1076;4;4;0;satisfied
Male;40;587;1;1;0;satisfied
Female;41;612;1;1;35;satisfied
Female;20;888;2;2;0;neutral or dissatisfied
Male;51;226;5;3;0;satisfied
Male;25;3722;4;4;29;satisfied
Male;38;986;3;3;0;neutral or dissatisfied
Male;38;370;2;2;17;satisfied
Female;61;302;4;4;0;satisfied
Male;20;333;4;4;40;satisfied
Male;43;2971;4;4;0;neutral or dissatisfied
Female;10;181;5;5;0;neutral or dissatisfied
Male;34;3356;3;4;5;satisfied
Female;38;209;5;3;0;satisfied
Male;42;1558;3;4;2;satisfied
Male;25;237;5;5;1;neutral or dissatisfied
Male;47;802;0;3;139;neutral or dissatisfied
Female;44;2586;4;4;47;satisfied
Male;26;2065;3;3;10;satisfied
Male;35;1824;3;3;3;neutral or dissatisfied
Male;36;3931;1;1;0;neutral or dissatisfied
Male;39;3528;3;5;0;satisfied
Female;56;1721;5;4;0;neutral or dissatisfied
Female;49;2419;0;4;0;neutral or dissatisfied
Female;68;1084;5;4;0;neutral or dissatisfied
Female;49;373;3;5;0;satisfied
Female;51;862;5;2;35;neutral or dissatisfied
Female;58;438;1;4;0;satisfied
Female;45;2475;3;5;0;satisfied
Male;20;228;1;1;12;neutral or dissatisfied
Female;36;334;4;4;11;satisfied
Female;48;721;1;4;0;satisfied
Female;21;526;4;4;0;satisfied
Female;17;946;3;3;0;neutral or dissatisfied
Male;36;857;2;2;0;neutral or dissatisfied
Female;37;1148;5;3;0;satisfied
Female;47;867;5;4;1;neutral or dissatisfied
Male;56;1503;2;3;0;satisfied
Male;8;236;3;3;5;neutral or dissatisfied
Female;54;101;1;2;0;neutral or dissatisfied
Female;47;2661;2;3;0;neutral or dissatisfied
Male;59;2104;3;5;4;satisfied
Male;57;978;5;5;0;neutral or dissatisfied
Male;23;1205;3;3;0;neutral or dissatisfied
Male;60;1121;4;4;0;neutral or dissatisfied
Female;58;495;2;4;0;neutral or dissatisfied
Male;57;936;5;5;0;neutral or dissatisfied
Female;24;913;5;5;0;satisfied
Male;44;1865;5;5;0;neutral or dissatisfied
Male;19;502;2;2;4;neutral or dissatisfied
Male;30;164;3;3;0;satisfied
Female;51;761;4;5;1;neutral or dissatisfied
Female;46;571;4;4;23;neutral or dissatisfied
Male;9;235;2;2;0;neutral or dissatisfied
Male;46;1931;2;2;0;neutral or dissatisfied
Male;26;646;5;5;0;neutral or dissatisfied
Female;20;109;3;3;0;neutral or dissatisfied
Male;59;1303;4;5;0;satisfied
Female;67;888;5;5;8;neutral or dissatisfied
Male;36;603;5;3;0;satisfied
Female;52;631;3;4;0;neutral or dissatisfied
Male;18;163;3;3;19;neutral or dissatisfied
Female;49;213;5;5;20;neutral or dissatisfied
Female;48;3689;2;1;0;satisfied
Male;19;1046;4;4;31;neutral or dissatisfied
Male;52;351;2;2;0;neutral or dissatisfied
Female;63;725;2;5;3;neutral or dissatisfied
Male;24;1076;3;3;0;neutral or dissatisfied
Male;37;2504;5;5;0;neutral or dissatisfied
Male;13;444;3;3;0;neutral or dissatisfied
Male;52;1773;4;3;3;neutral or dissatisfied
Male;50;1656;4;5;15;satisfied
Male;12;177;3;3;0;neutral or dissatisfied
Female;42;2380;5;5;0;satisfied
Female;21;1587;3;3;0;neutral or dissatisfied
Male;27;918;2;2;0;neutral or dissatisfied
Male;37;191;2;2;0;neutral or dissatisfied
Female;24;1464;4;4;0;satisfied
Male;72;3583;1;2;0;neutral or dissatisfied
Male;43;522;5;5;0;neutral or dissatisfied
Male;44;1400;2;2;0;neutral or dissatisfied
Female;50;1647;2;5;0;satisfied
Male;64;1660;5;5;0;neutral or dissatisfied
Male;41;419;4;4;20;neutral or dissatisfied
Female;34;328;4;4;0;neutral or dissatisfied
Male;48;862;3;3;2;neutral or dissatisfied
Male;39;1235;5;5;1;neutral or dissatisfied
Male;9;1598;4;4;0;neutral or dissatisfied
Female;52;419;3;2;0;satisfied
Male;34;647;2;2;0;neutral or dissatisfied
Female;24;315;5;5;73;neutral or dissatisfied
Male;40;157;1;1;0;neutral or dissatisfied
Male;51;972;1;1;5;neutral or dissatisfied
Male;58;278;2;2;9;neutral or dissatisfied
Male;39;416;5;5;0;satisfied
Male;32;382;1;1;81;neutral or dissatisfied
Male;71;645;1;1;0;neutral or dissatisfied
Female;62;1747;2;4;0;satisfied
Female;38;1516;3;4;3;satisfied
Male;44;270;3;3;0;satisfied
Male;36;431;1;1;7;neutral or dissatisfied
Male;24;489;4;4;0;neutral or dissatisfied
Female;53;2959;5;3;7;satisfied
Female;40;102;5;5;4;satisfied
Female;40;158;4;4;116;satisfied
Female;58;102;4;2;0;neutral or dissatisfied
Male;17;1173;4;4;0;neutral or dissatisfied
Female;44;3908;4;3;19;satisfied
Female;55;2121;3;4;0;satisfied
Female;15;462;2;2;0;neutral or dissatisfied
Female;51;328;1;2;0;neutral or dissatisfied
Male;33;296;3;3;0;neutral or dissatisfied
Female;46;712;5;2;0;neutral or dissatisfied
Male;56;2289;4;3;0;satisfied
Male;40;672;2;3;27;satisfied
Male;48;337;2;4;23;satisfied
Female;36;423;3;3;0;neutral or dissatisfied
Male;47;2072;3;3;0;satisfied
Male;35;1864;4;4;0;satisfied
Female;40;748;4;4;0;satisfied
Female;21;425;3;3;0;neutral or dissatisfied
Male;32;3685;4;4;0;satisfied
Female;21;391;3;3;2;neutral or dissatisfied
Male;54;817;2;2;0;neutral or dissatisfied
Male;25;130;1;1;12;neutral or dissatisfied
Female;34;1892;3;3;0;neutral or dissatisfied
Male;50;328;5;5;0;satisfied
Male;64;304;2;2;0;satisfied
Male;47;675;5;5;13;neutral or dissatisfied
Female;44;933;3;5;1;neutral or dissatisfied
Female;48;1145;2;1;0;neutral or dissatisfied
Female;37;480;3;3;0;neutral or dissatisfied
Male;63;1262;2;2;0;neutral or dissatisfied
Female;9;1072;3;3;37;neutral or dissatisfied
Female;36;680;5;5;0;neutral or dissatisfied
Male;53;1222;2;2;0;satisfied
Female;15;2173;3;3;0;neutral or dissatisfied
Female;42;689;2;2;113;satisfied
Female;27;1167;3;3;0;neutral or dissatisfied
Male;41;3718;1;3;2;satisfied
Female;22;522;5;5;0;satisfied
Female;37;533;5;5;1;neutral or dissatisfied
Female;7;236;3;3;0;neutral or dissatisfied
Male;19;283;1;1;0;neutral or dissatisfied
Female;36;987;2;2;0;neutral or dissatisfied
Female;36;223;3;3;11;neutral or dissatisfied
Male;23;166;2;2;0;satisfied
Female;37;251;1;1;13;neutral or dissatisfied
Male;34;2106;4;3;6;satisfied
Male;24;448;5;5;0;neutral or dissatisfied
Female;46;780;1;4;4;satisfied
Male;9;1892;1;1;5;neutral or dissatisfied
Female;39;3759;5;3;78;neutral or dissatisfied
Female;52;188;1;3;0;satisfied
Female;59;589;2;5;46;neutral or dissatisfied
Male;40;2588;4;5;0;satisfied
Male;59;569;3;3;0;satisfied
Female;22;486;1;1;24;satisfied
Male;48;1698;4;3;0;neutral or dissatisfied
Female;52;666;2;3;0;neutral or dissatisfied
Female;58;2299;4;5;0;satisfied
Male;14;125;1;1;0;neutral or dissatisfied
Female;23;928;2;2;11;neutral or dissatisfied
Female;42;3608;2;4;19;satisfied
Female;60;480;4;1;37;neutral or dissatisfied
Female;23;2475;2;2;0;neutral or dissatisfied
Male;49;2328;4;3;0;neutral or dissatisfied
Female;36;130;4;4;2;satisfied
Female;64;2504;3;1;0;neutral or dissatisfied
Male;59;563;3;3;2;satisfied
Female;22;511;1;1;0;neutral or dissatisfied
Female;37;1400;2;2;17;neutral or dissatisfied
Male;29;2601;3;3;0;neutral or dissatisfied
Male;25;599;5;5;0;neutral or dissatisfied
Male;40;1597;5;5;15;satisfied
Female;22;484;3;3;2;neutral or dissatisfied
Male;27;2341;4;4;0;satisfied
Female;27;694;4;4;0;satisfied
Male;36;255;4;4;7;neutral or dissatisfied
Female;24;201;3;3;28;neutral or dissatisfied
Female;29;944;4;4;3;satisfied
Female;49;488;5;2;0;satisfied
Female;50;1555;3;4;0;satisfied
Female;42;3525;3;3;0;satisfied
Female;54;3389;2;5;0;satisfied
Female;51;2358;3;3;282;neutral or dissatisfied
Male;16;671;4;4;0;satisfied
Male;26;414;1;1;7;neutral or dissatisfied
Female;32;451;3;3;0;neutral or dissatisfied
Female;46;447;3;3;0;neutral or dissatisfied
Male;13;406;2;2;1;neutral or dissatisfied
Male;63;89;1;1;0;neutral or dissatisfied
Female;23;1939;4;4;31;satisfied
Female;60;869;4;3;24;neutral or dissatisfied
Male;52;2238;2;4;0;satisfied
Female;41;1582;2;5;0;satisfied
Male;52;3999;5;5;0;satisfied
Male;44;3630;2;4;60;satisfied
Male;41;2174;2;2;0;neutral or dissatisfied
Female;47;784;2;2;33;satisfied
Male;24;529;4;4;0;neutral or dissatisfied
Female;8;528;3;3;0;neutral or dissatisfied
Male;51;1773;3;3;7;satisfied
Female;33;1592;1;3;0;neutral or dissatisfied
Female;16;2714;1;1;0;neutral or dissatisfied
Female;25;114;3;3;3;neutral or dissatisfied
Male;66;1276;5;5;0;neutral or dissatisfied
Female;14;3421;2;2;1;neutral or dissatisfied
Male;44;833;4;4;246;neutral or dissatisfied
Female;15;395;5;5;0;neutral or dissatisfied
Female;60;1475;2;4;0;neutral or dissatisfied
Female;50;2035;5;4;0;satisfied
Male;43;1516;3;4;0;satisfied
Male;17;516;1;1;86;neutral or dissatisfied
Male;36;1020;3;3;20;neutral or dissatisfied
Male;41;563;2;2;23;neutral or dissatisfied
Male;17;543;5;5;0;neutral or dissatisfied
Male;56;895;2;3;0;satisfied
Female;70;850;2;2;135;neutral or dissatisfied
Female;36;1012;1;1;3;neutral or dissatisfied
Female;24;280;3;3;0;satisfied
Female;35;459;3;3;0;neutral or dissatisfied
Male;60;838;1;4;0;neutral or dissatisfied
Female;22;1337;5;5;23;neutral or dissatisfied
Male;61;125;4;4;16;satisfied
Female;39;281;3;3;24;neutral or dissatisfied
Female;25;308;1;1;0;neutral or dissatisfied
Male;38;3463;1;2;0;satisfied
Male;52;1727;3;3;0;satisfied
Male;29;641;5;5;57;neutral or dissatisfied
Male;42;1216;3;3;0;satisfied
Female;32;404;5;5;0;neutral or dissatisfied
Male;57;589;5;5;65;neutral or dissatisfied
Male;26;1621;2;2;0;satisfied
Female;42;187;1;1;0;neutral or dissatisfied
Male;16;957;5;5;0;satisfied
Male;25;666;2;2;18;neutral or dissatisfied
Male;17;817;5;5;1;satisfied
Male;42;304;3;3;0;neutral or dissatisfied
Male;44;515;2;4;1;satisfied
Male;37;577;1;1;20;satisfied
Male;36;337;3;3;9;neutral or dissatisfied
Female;42;908;1;1;0;neutral or dissatisfied
Male;40;158;5;5;96;neutral or dissatisfied
Female;25;900;5;5;33;satisfied
Male;49;519;5;3;1;satisfied
Female;23;317;1;1;67;neutral or dissatisfied
Female;41;1927;2;5;0;satisfied
Female;10;2704;3;3;1;neutral or dissatisfied
Female;30;634;3;4;141;neutral or dissatisfied
Female;51;337;5;5;0;satisfied
Male;58;192;1;1;26;neutral or dissatisfied
Male;27;376;4;4;82;neutral or dissatisfied
Female;39;645;4;4;0;neutral or dissatisfied
Male;57;643;2;3;33;satisfied
Female;22;937;3;3;25;neutral or dissatisfied
Female;43;2572;2;5;0;satisfied
Male;46;594;5;5;0;neutral or dissatisfied
Male;11;812;2;2;45;neutral or dissatisfied
Male;66;3031;2;2;0;neutral or dissatisfied
Male;61;125;3;3;67;neutral or dissatisfied
Female;46;867;4;3;0;neutral or dissatisfied
Male;40;967;3;3;0;satisfied
Male;32;2171;4;4;0;satisfied
Male;44;213;5;3;0;satisfied
Female;40;129;4;4;19;neutral or dissatisfied
Female;37;223;4;4;0;neutral or dissatisfied
Female;27;1740;2;2;4;satisfied
Female;48;1076;3;3;0;neutral or dissatisfied
Male;31;3365;4;4;61;satisfied
Female;67;1276;5;2;33;neutral or dissatisfied
Female;40;1501;3;4;0;satisfied
Male;35;3175;1;1;0;neutral or dissatisfied
Male;47;1119;4;4;56;neutral or dissatisfied
Male;40;4000;4;5;2;satisfied
Female;56;436;5;1;0;satisfied
Female;28;110;4;4;0;neutral or dissatisfied
Male;46;2859;4;5;0;satisfied
Male;12;867;3;3;0;satisfied
Male;49;2342;3;5;0;satisfied
Male;26;919;5;5;0;satisfied
Male;11;888;1;1;31;neutral or dissatisfied
Female;55;2367;3;4;0;neutral or dissatisfied
Male;53;674;4;4;45;neutral or dissatisfied
Male;41;301;3;2;6;neutral or dissatisfied
Female;25;689;3;3;27;neutral or dissatisfied
Female;50;954;2;3;0;satisfied
Female;15;967;3;3;0;neutral or dissatisfied
Male;25;780;1;1;3;neutral or dissatisfied
Female;21;545;4;4;0;neutral or dissatisfied
Male;44;3416;1;3;0;neutral or dissatisfied
Female;28;391;1;1;18;neutral or dissatisfied
Female;56;440;3;5;10;neutral or dissatisfied
Female;60;349;4;2;13;neutral or dissatisfied
Male;33;2527;5;5;0;satisfied
Female;38;406;4;4;0;neutral or dissatisfied
Female;60;621;2;4;10;neutral or dissatisfied
Female;16;2248;2;2;0;neutral or dissatisfied
Male;46;867;4;4;0;neutral or dissatisfied
Male;52;3743;4;5;1;satisfied
Male;51;3455;2;4;10;satisfied
Female;60;862;3;4;5;satisfied
Male;32;304;1;1;16;neutral or dissatisfied
Female;44;2504;4;3;14;satisfied
Male;37;3162;4;3;0;satisfied
Male;14;679;2;2;50;neutral or dissatisfied
Female;64;2133;2;4;8;satisfied
Male;38;549;4;4;0;neutral or dissatisfied
Male;53;212;3;3;0;neutral or dissatisfied
Female;8;326;1;1;0;neutral or dissatisfied
Female;23;809;1;1;0;neutral or dissatisfied
Female;68;1076;5;5;0;neutral or dissatisfied
Male;53;1133;5;5;0;neutral or dissatisfied
Female;31;1440;3;3;0;neutral or dissatisfied
Male;57;888;2;2;2;neutral or dissatisfied
Male;50;306;5;5;0;neutral or dissatisfied
Male;46;2341;5;1;0;satisfied
Male;33;3547;2;2;0;neutral or dissatisfied
Female;36;489;5;5;4;neutral or dissatisfied
Male;41;617;4;2;0;satisfied
Female;68;157;4;3;0;satisfied
Female;37;408;2;2;0;neutral or dissatisfied
Male;46;789;1;1;0;neutral or dissatisfied
Male;37;192;4;4;0;neutral or dissatisfied
Female;38;1073;1;1;0;neutral or dissatisfied
Female;58;2960;2;4;0;satisfied
Female;50;419;4;2;0;neutral or dissatisfied
Male;39;907;2;2;0;neutral or dissatisfied
Male;46;451;3;3;10;neutral or dissatisfied
Male;37;453;5;5;31;neutral or dissatisfied
Male;55;1121;5;5;0;neutral or dissatisfied
Female;60;1014;3;3;0;satisfied
Female;39;190;2;5;0;satisfied
Female;25;293;3;3;1;neutral or dissatisfied
Male;28;3086;5;5;4;satisfied
Male;60;2402;2;2;14;neutral or dissatisfied
Female;12;163;4;4;0;neutral or dissatisfied
Female;65;2466;3;1;0;neutral or dissatisfied
Male;44;957;4;4;0;neutral or dissatisfied
Male;26;612;4;4;5;neutral or dissatisfied
Female;66;345;4;3;18;neutral or dissatisfied
Female;47;214;2;1;0;neutral or dissatisfied
Female;34;1733;5;4;7;satisfied
Male;66;1874;3;3;8;neutral or dissatisfied
Female;40;130;2;2;0;neutral or dissatisfied
Male;25;852;3;3;0;satisfied
Female;54;919;1;1;22;neutral or dissatisfied
Female;17;2994;4;4;0;neutral or dissatisfied
Male;40;594;1;1;25;neutral or dissatisfied
Female;23;583;3;3;17;neutral or dissatisfied
Female;14;491;1;1;0;neutral or dissatisfied
Male;45;3392;2;5;0;satisfied
Female;42;356;1;1;0;neutral or dissatisfied
Male;21;501;4;4;0;neutral or dissatisfied
Male;14;591;4;4;20;neutral or dissatisfied
Male;39;1999;3;3;13;neutral or dissatisfied
Female;20;409;1;1;7;neutral or dissatisfied
Male;57;403;5;5;0;neutral or dissatisfied
Male;24;679;1;1;0;neutral or dissatisfied
Male;31;604;2;2;0;neutral or dissatisfied
Female;34;3978;2;3;0;satisfied
Male;25;438;5;5;0;neutral or dissatisfied
Male;54;787;4;4;4;satisfied
Female;66;209;4;4;0;satisfied
Male;41;1660;4;4;8;satisfied
Male;24;685;3;3;18;neutral or dissatisfied
Male;58;2384;3;5;0;satisfied
Female;44;2133;1;1;4;neutral or dissatisfied
Female;61;647;1;2;17;neutral or dissatisfied
Female;36;1840;5;4;0;satisfied
Male;70;630;4;4;0;neutral or dissatisfied
Male;45;2963;3;4;0;satisfied
Male;30;588;1;5;141;neutral or dissatisfied
Female;51;481;1;3;33;neutral or dissatisfied
Male;54;2252;4;5;0;satisfied
Male;19;978;4;4;0;neutral or dissatisfied
Female;34;258;1;1;21;neutral or dissatisfied
Male;34;628;2;2;0;neutral or dissatisfied
Female;23;277;5;5;0;satisfied
Male;67;972;3;3;0;neutral or dissatisfied
Female;48;1192;1;3;0;neutral or dissatisfied
Male;37;405;4;4;177;neutral or dissatisfied
Male;67;1592;1;1;4;neutral or dissatisfied
Female;25;1448;4;4;0;satisfied
Male;19;152;2;2;68;satisfied
Male;42;468;5;5;112;neutral or dissatisfied
Male;34;3203;2;3;8;satisfied
Female;24;2981;3;3;9;satisfied
Female;17;1243;1;1;122;neutral or dissatisfied
Male;12;508;4;4;0;neutral or dissatisfied
Male;21;1208;2;2;0;neutral or dissatisfied
Male;40;2087;2;4;2;satisfied
Male;36;907;2;2;0;neutral or dissatisfied
Female;53;108;3;3;0;neutral or dissatisfied
Female;48;1812;3;3;0;satisfied
Female;24;866;3;3;0;satisfied
Female;19;624;4;4;25;neutral or dissatisfied
Female;59;1249;3;1;5;satisfied
Male;41;3583;3;5;29;satisfied
Female;67;353;1;3;0;neutral or dissatisfied
Female;37;762;2;2;0;satisfied
Female;41;1611;2;5;0;satisfied
Male;54;1744;5;5;2;neutral or dissatisfied
Male;48;2853;2;2;19;satisfied
Female;72;67;3;2;324;neutral or dissatisfied
Male;28;1028;5;5;4;neutral or dissatisfied
Female;53;650;4;4;0;satisfied
Female;10;280;1;1;0;neutral or dissatisfied
Female;50;1428;5;2;45;neutral or dissatisfied
Female;37;930;2;2;0;satisfied
Male;45;998;4;4;13;neutral or dissatisfied
Female;31;1747;3;3;0;neutral or dissatisfied
Female;22;3139;5;5;0;satisfied
Male;39;1709;4;4;0;satisfied
Female;37;2661;2;1;39;satisfied
Female;33;101;4;4;0;satisfied
Female;59;102;5;4;0;satisfied
Male;69;862;4;4;0;neutral or dissatisfied
Male;34;403;4;4;0;neutral or dissatisfied
Female;49;192;3;1;0;satisfied
Female;51;2613;3;3;0;satisfied
Female;21;2739;4;4;4;satisfied
Female;21;1771;4;4;0;neutral or dissatisfied
Male;43;2483;5;5;84;satisfied
Male;21;214;1;1;0;neutral or dissatisfied
Male;69;814;3;4;8;neutral or dissatisfied
Male;58;861;3;4;0;satisfied
Male;47;1733;4;4;11;neutral or dissatisfied
Female;54;1854;2;4;1;satisfied
Female;10;692;5;5;30;neutral or dissatisfied
Female;48;3172;5;4;13;satisfied
Female;50;162;1;5;0;satisfied
Male;59;308;1;1;0;neutral or dissatisfied
Female;24;1300;3;3;0;satisfied
Female;24;1224;2;2;31;satisfied
Male;54;2860;1;4;0;neutral or dissatisfied
Female;36;589;1;3;15;satisfied
Female;32;362;5;5;14;neutral or dissatisfied
Female;29;1195;4;4;3;satisfied
Male;22;370;2;2;16;neutral or dissatisfied
Female;60;3455;3;5;0;satisfied
Male;33;209;4;4;18;neutral or dissatisfied
Male;43;983;2;2;0;neutral or dissatisfied
Male;69;396;4;2;0;satisfied
Male;56;2846;5;4;2;satisfied
Male;25;581;1;1;0;neutral or dissatisfied
Female;55;82;2;2;1;satisfied
Female;26;1313;3;3;2;satisfied
Male;44;3771;4;4;0;satisfied
Male;42;3166;4;3;0;satisfied
Female;49;2529;1;2;0;satisfied
Female;23;261;3;3;2;neutral or dissatisfied
Male;35;592;2;2;0;neutral or dissatisfied
Male;48;1895;2;3;17;satisfied
Female;64;588;5;5;0;neutral or dissatisfied
Male;22;1496;4;4;12;satisfied
Female;42;258;4;3;45;satisfied
Female;65;1562;5;3;122;neutral or dissatisfied
Female;13;944;1;1;0;neutral or dissatisfied
Female;21;1167;3;3;27;neutral or dissatisfied
Male;18;1671;2;2;175;neutral or dissatisfied
Male;39;1004;2;2;2;neutral or dissatisfied
Female;59;3560;4;5;6;satisfied
Male;40;733;2;2;0;neutral or dissatisfied
Female;39;1481;2;3;0;satisfied
Male;59;2527;5;4;0;satisfied
Male;39;1672;3;5;0;satisfied
Male;25;979;1;1;0;neutral or dissatisfied
Female;24;666;5;5;4;neutral or dissatisfied
Female;21;641;2;2;146;neutral or dissatisfied
Male;56;1844;3;3;42;satisfied
Male;33;187;5;5;0;satisfied
Male;16;491;4;4;13;satisfied
Female;58;349;2;3;15;satisfied
Female;14;2614;4;4;0;neutral or dissatisfied
Female;37;446;3;3;7;neutral or dissatisfied
Male;57;1967;4;5;0;satisfied
Female;23;937;4;4;0;satisfied
Female;37;305;4;4;4;neutral or dissatisfied
Female;40;3000;2;4;0;satisfied
Female;46;3748;5;5;26;satisfied
Male;30;1482;5;5;38;satisfied
Male;58;3313;3;4;46;satisfied
Male;35;3805;3;2;0;neutral or dissatisfied
Female;59;1334;3;4;0;neutral or dissatisfied
Female;59;2442;3;5;0;satisfied
Female;46;2546;4;4;0;neutral or dissatisfied
Male;13;3532;2;2;0;neutral or dissatisfied
Male;33;1986;4;4;7;satisfied
Male;40;719;3;1;67;neutral or dissatisfied
Male;53;1399;5;5;0;neutral or dissatisfied
Female;44;3757;5;4;9;satisfied
Male;21;1523;4;4;109;satisfied
Female;39;2465;2;5;5;satisfied
Female;10;980;5;5;0;neutral or dissatisfied
Male;22;3664;1;1;0;neutral or dissatisfied
Male;61;296;1;1;0;neutral or dissatisfied
Female;27;802;3;3;0;neutral or dissatisfied
Male;55;1555;3;3;0;satisfied
Male;22;134;4;4;27;neutral or dissatisfied
Male;35;1055;4;4;0;neutral or dissatisfied
Male;21;1290;3;3;0;neutral or dissatisfied
Female;38;683;5;5;0;neutral or dissatisfied
Male;21;574;5;5;0;neutral or dissatisfied
Female;13;861;5;5;0;neutral or dissatisfied
Male;64;214;2;2;0;neutral or dissatisfied
Female;41;957;3;3;0;neutral or dissatisfied
Male;32;1037;2;2;13;neutral or dissatisfied
Female;38;557;3;3;0;neutral or dissatisfied
Female;48;187;2;3;0;satisfied
Female;8;2419;5;5;0;neutral or dissatisfied
Male;38;1448;3;3;85;neutral or dissatisfied
Male;31;1721;5;5;66;neutral or dissatisfied
Female;10;1900;2;2;0;satisfied
Male;59;1943;4;3;84;satisfied
Female;44;748;4;3;0;satisfied
Female;70;411;5;3;0;satisfied
Female;40;861;4;4;0;neutral or dissatisfied
Male;41;1783;5;5;1;satisfied
Female;37;2475;3;3;7;neutral or dissatisfied
Male;51;1514;3;5;119;satisfied
Male;46;2611;3;4;1;neutral or dissatisfied
Male;46;1996;5;4;0;satisfied
Female;36;383;5;3;1;satisfied
Female;45;533;3;1;0;neutral or dissatisfied
Male;29;1142;3;3;0;satisfied
Female;42;836;2;3;0;neutral or dissatisfied
Male;48;491;2;2;0;neutral or dissatisfied
Male;66;1788;4;4;0;neutral or dissatisfied
Male;13;1558;3;3;52;neutral or dissatisfied
Male;13;674;2;2;19;neutral or dissatisfied
Female;31;386;5;5;2;neutral or dissatisfied
Female;51;255;4;2;0;neutral or dissatisfied
Female;31;255;3;3;0;neutral or dissatisfied
Male;69;592;1;1;34;neutral or dissatisfied
Female;57;1146;5;5;0;neutral or dissatisfied
Male;54;1607;3;1;34;neutral or dissatisfied
Female;70;337;4;3;18;neutral or dissatisfied
Male;56;689;4;4;0;satisfied
Female;42;1400;3;3;1;neutral or dissatisfied
Female;54;667;3;3;0;neutral or dissatisfied
Female;27;528;1;1;0;satisfied
Male;36;187;3;3;8;satisfied
Male;47;2373;4;5;0;satisfied
Male;60;1574;5;4;15;satisfied
Male;23;954;2;2;1;neutral or dissatisfied
Male;30;651;2;2;0;neutral or dissatisfied
Male;8;867;1;1;0;neutral or dissatisfied
Male;35;782;4;4;0;satisfied
Female;22;1400;4;4;0;neutral or dissatisfied
Male;37;323;1;1;0;neutral or dissatisfied
Female;48;591;3;3;0;satisfied
Female;49;669;2;2;156;neutral or dissatisfied
Male;23;160;4;4;0;neutral or dissatisfied
Female;16;356;1;1;0;neutral or dissatisfied
Male;56;449;4;4;0;neutral or dissatisfied
Female;24;993;2;2;0;neutral or dissatisfied
Female;57;2016;5;3;0;satisfied
Female;57;879;3;4;0;neutral or dissatisfied
Female;22;692;4;4;0;neutral or dissatisfied
Female;39;305;4;4;54;satisfied
Male;70;337;2;2;8;neutral or dissatisfied
Male;26;868;3;3;0;neutral or dissatisfied
Male;56;1802;4;3;0;satisfied
Female;25;109;5;5;0;satisfied
Male;24;404;5;5;11;satisfied
Female;25;1506;5;5;0;satisfied
Female;34;247;1;1;0;neutral or dissatisfied
Male;7;162;4;4;0;neutral or dissatisfied
Female;23;436;5;5;71;neutral or dissatisfied
Male;66;250;2;2;0;neutral or dissatisfied
Male;32;322;4;4;50;neutral or dissatisfied
Male;66;201;5;3;0;neutral or dissatisfied
Male;37;3972;4;3;0;satisfied
Male;62;2894;2;2;0;satisfied
Female;53;1579;2;3;2;satisfied
Female;39;3172;4;4;0;satisfied
Female;26;762;2;2;20;neutral or dissatisfied
Male;25;224;2;2;0;satisfied
Female;22;813;4;4;15;neutral or dissatisfied
Male;34;707;5;5;21;neutral or dissatisfied
Male;18;2720;4;4;133;satisfied
Male;45;543;5;3;0;satisfied
Male;53;1972;4;5;0;satisfied
Female;40;1751;4;4;8;neutral or dissatisfied
Female;42;372;4;4;0;neutral or dissatisfied
Female;23;550;2;2;0;satisfied
Female;59;3781;2;5;0;satisfied
Female;39;1072;3;5;170;neutral or dissatisfied
Male;39;507;5;3;11;satisfied
Female;60;1119;2;3;19;neutral or dissatisfied
Female;52;296;2;5;0;neutral or dissatisfied
Female;51;2262;2;3;6;satisfied
Male;35;3258;4;4;6;satisfied
Female;33;1337;2;1;25;neutral or dissatisfied
Male;22;530;3;3;0;neutral or dissatisfied
Female;58;416;4;3;8;satisfied
Female;39;515;2;2;0;neutral or dissatisfied
Female;42;1431;5;3;0;satisfied
Female;55;547;2;4;0;neutral or dissatisfied
Female;16;500;3;3;0;neutral or dissatisfied
Male;59;422;2;2;0;neutral or dissatisfied
Female;68;1165;1;4;42;neutral or dissatisfied
Male;63;143;4;3;0;satisfied
Female;30;580;2;2;1;neutral or dissatisfied
Female;35;594;2;2;68;neutral or dissatisfied
Female;60;2363;5;5;0;satisfied
Male;22;3076;4;4;43;satisfied
Male;56;691;3;3;5;neutral or dissatisfied
Female;12;1234;2;2;0;neutral or dissatisfied
Female;41;1142;5;4;0;neutral or dissatisfied
Male;41;2586;4;4;0;satisfied
Female;27;438;3;3;2;neutral or dissatisfied
Male;15;1342;3;3;38;neutral or dissatisfied
Female;32;1476;1;1;0;satisfied
Male;35;919;2;2;1;neutral or dissatisfied
Female;43;2266;5;5;25;satisfied
Male;37;2475;3;5;9;satisfied
Male;33;363;2;2;2;neutral or dissatisfied
Male;13;1065;3;4;202;neutral or dissatisfied
Male;60;404;5;5;0;satisfied
